Date,Time,DateTime,Country,DC_Power,AC_Power,Ambient_Temperature,Module_Temperature,Irradiation,Day,Month,Hour,Daily_Yield,Total_Yield,Price,Demand,Demand_Energy
31/5/2024,2,2024-05-31 02:00:00,Australia,0.0,0.0,31.02,36.85,0.003,31,5,2,0.0,63608.57700000004,56.06,5479.0775,5478.29
31/5/2024,3,2024-05-31 03:00:00,Australia,0.0,0.0,31.9,34.46,0.009,31,5,3,0.0,63608.57700000004,49.566667,5452.8558,5453.62
31/5/2024,4,2024-05-31 04:00:00,Australia,0.0,0.0,30.73,36.69,0.0,31,5,4,0.0,63608.57700000004,57.615,5634.9683,5622.5
31/5/2024,5,2024-05-31 05:00:00,Australia,0.0,0.0,31.29,35.93,0.014,31,5,5,0.0,63608.57700000004,61.3225,5938.2175,5921.35
31/5/2024,6,2024-05-31 06:00:00,Australia,0.0,0.0,30.51,37.38,0.0,31,5,6,0.0,63608.57700000004,73.550833,6460.9308,6443.11
31/5/2024,7,2024-05-31 07:00:00,Australia,0.0,0.0,30.9,38.98,0.001,31,5,7,0.0,63608.57700000004,93.2975,6775.0492,6775.88
31/5/2024,8,2024-05-31 08:00:00,Australia,17.895,16.765,30.87,35.46,0.287,31,5,8,16.765,63625.34200000004,84.315833,6266.905,6293.5
31/5/2024,9,2024-05-31 09:00:00,Australia,29.082,26.21,31.91,37.7,0.452,31,5,9,42.975,63651.55200000004,66.399167,5832.5608,5851.1
31/5/2024,10,2024-05-31 10:00:00,Australia,50.567,45.488,31.14,37.09,0.769,31,5,10,88.463,63697.04000000004,26.6975,5237.4517,5245.72
31/5/2024,11,2024-05-31 11:00:00,Australia,58.058,52.124,32.07,36.07,0.916,31,5,11,140.587,63749.16400000004,71.038333,5297.4342,5295.53
31/5/2024,12,2024-05-31 12:00:00,Australia,65.676,60.636,32.21,37.33,0.98,31,5,12,201.223,63809.80000000004,51.3025,5190.0733,5201.43
31/5/2024,13,2024-05-31 13:00:00,Australia,59.021,48.849,31.11,36.04,0.933,31,5,13,250.072,63858.64900000004,57.6675,5561.6192,5533.34
31/5/2024,14,2024-05-31 14:00:00,Australia,45.141,39.483,30.52,37.63,0.684,31,5,14,289.555,63898.13200000004,64.0425,5985.9233,5968.8
31/5/2024,15,2024-05-31 15:00:00,Australia,30.18,25.722,30.09,37.07,0.439,31,5,15,315.277,63923.85400000004,79.019167,6536.7442,6508.98
31/5/2024,16,2024-05-31 16:00:00,Australia,15.621,14.015,31.52,36.16,0.23,31,5,16,329.29200000000003,63937.86900000004,145.0675,7145.4158,7122.5
31/5/2024,17,2024-05-31 17:00:00,Australia,0.0,0.0,32.16,34.31,0.0,31,5,17,329.29200000000003,63937.86900000004,218.6175,7637.335,7623.8
31/5/2024,18,2024-05-31 18:00:00,Australia,0.0,0.0,31.34,34.88,0.004,31,5,18,329.29200000000003,63937.86900000004,167.02167,7572.4317,7584.46
31/5/2024,19,2024-05-31 19:00:00,Australia,0.0,0.0,32.08,35.36,0.0,31,5,19,329.29200000000003,63937.86900000004,158.18083,7274.565,7285.24
31/5/2024,20,2024-05-31 20:00:00,Australia,0.0,0.0,31.01,35.28,0.0,31,5,20,329.29200000000003,63937.86900000004,136.02,6964.3142,6980.31
31/5/2024,21,2024-05-31 21:00:00,Australia,0.0,0.0,32.51,35.04,0.027,31,5,21,329.29200000000003,63937.86900000004,134.49,6688.6617,6702.29
31/5/2024,22,2024-05-31 22:00:00,Australia,0.0,0.0,31.46,35.38,0.0,31,5,22,329.29200000000003,63937.86900000004,176.10417,6352.7725,6359.28
31/5/2024,23,2024-05-31 23:00:00,Australia,0.0,0.0,31.66,35.58,0.0,31,5,23,329.29200000000003,63937.86900000004,159.6025,6090.8883,6102.22
1/6/2024,0,2024-06-01 00:00:00,Australia,0.0,0.0,31.65,37.21,0.001,1,6,0,0.0,63937.86900000004,149.87917,5818.4817,5831.83
1/6/2024,1,2024-06-01 01:00:00,Australia,0.0,0.0,31.26,36.59,0.02,1,6,1,0.0,63937.86900000004,137.79167,5634.9092,5640.38
1/6/2024,2,2024-06-01 02:00:00,Australia,0.0,0.0,31.56,36.54,0.06,1,6,2,0.0,63937.86900000004,84.701667,5541.5217,5542.07
1/6/2024,3,2024-06-01 03:00:00,Australia,0.0,0.0,30.72,36.69,0.0,1,6,3,0.0,63937.86900000004,82.49,5487.5675,5490.25
1/6/2024,4,2024-06-01 04:00:00,Australia,0.0,0.0,31.58,36.45,0.015,1,6,4,0.0,63937.86900000004,80.720833,5524.4675,5523.06
1/6/2024,5,2024-06-01 05:00:00,Australia,0.0,0.0,31.95,37.15,0.02,1,6,5,0.0,63937.86900000004,77.726667,5605.23,5601.05
1/6/2024,6,2024-06-01 06:00:00,Australia,0.0,0.0,31.87,36.25,0.0,1,6,6,0.0,63937.86900000004,103.13667,5812.5075,5800.37
1/6/2024,7,2024-06-01 07:00:00,Australia,0.0,0.0,31.22,33.79,0.0,1,6,7,0.0,63937.86900000004,133.58,5992.4425,5984.83
1/6/2024,8,2024-06-01 08:00:00,Australia,16.448,14.485,31.56,35.1,0.25,1,6,8,14.485,63952.35400000004,129.04583,6188.1617,6182.95
1/6/2024,9,2024-06-01 09:00:00,Australia,33.898,29.74,30.76,37.12,0.497,1,6,9,44.224999999999994,63982.09400000004,93.385,6038.0033,6050.08
1/6/2024,10,2024-06-01 10:00:00,Australia,44.867,39.066,31.61,35.79,0.675,1,6,10,83.291,64021.16000000004,91.616667,5949.9842,5939.8
1/6/2024,11,2024-06-01 11:00:00,Australia,58.249,53.703,31.03,35.95,0.917,1,6,11,136.994,64074.86300000004,124.66667,6156.6167,6155.12
1/6/2024,12,2024-06-01 12:00:00,Australia,65.698,57.071,31.77,35.74,1.004,1,6,12,194.065,64131.934000000045,159.3025,6180.1958,6187.19
1/6/2024,13,2024-06-01 13:00:00,Australia,58.709,53.921,30.96,37.56,0.916,1,6,13,247.986,64185.85500000005,143.0375,6125.5567,6113.97
1/6/2024,14,2024-06-01 14:00:00,Australia,47.153,42.066,30.7,36.19,0.697,1,6,14,290.052,64227.921000000046,133.0375,6410.4492,6400.9
1/6/2024,15,2024-06-01 15:00:00,Australia,29.474,27.077,31.3,36.06,0.449,1,6,15,317.129,64254.99800000004,116.2725,6712.5333,6697.23
1/6/2024,16,2024-06-01 16:00:00,Australia,16.574,14.525,30.88,36.63,0.231,1,6,16,331.654,64269.523000000045,195.35083,7081.4233,7065.78
1/6/2024,17,2024-06-01 17:00:00,Australia,0.0,0.0,32.09,36.35,0.025,1,6,17,331.654,64269.523000000045,175.98,7503.53,7495.68
1/6/2024,18,2024-06-01 18:00:00,Australia,0.0,0.0,32.25,35.93,0.0,1,6,18,331.654,64269.523000000045,152.345,7359.1517,7371.11
1/6/2024,19,2024-06-01 19:00:00,Australia,0.0,0.0,31.23,35.8,0.0,1,6,19,331.654,64269.523000000045,144.50833,7076.4167,7083.15
1/6/2024,20,2024-06-01 20:00:00,Australia,0.0,0.0,31.76,34.93,0.021,1,6,20,331.654,64269.523000000045,148.06167,6918.4133,6932.09
1/6/2024,21,2024-06-01 21:00:00,Australia,0.0,0.0,32.44,35.23,0.008,1,6,21,331.654,64269.523000000045,139.26167,6571.5842,6586.42
1/6/2024,22,2024-06-01 22:00:00,Australia,0.0,0.0,31.33,37.76,0.0,1,6,22,331.654,64269.523000000045,142.80833,6249.7,6257.25
1/6/2024,23,2024-06-01 23:00:00,Australia,0.0,0.0,31.87,37.03,0.013,1,6,23,331.654,64269.523000000045,113.3075,5963.1492,5975.55
2/6/2024,0,2024-06-02 00:00:00,Australia,0.0,0.0,30.93,36.04,0.002,2,6,0,0.0,64269.523000000045,88.038333,5680.9383,5693.18
2/6/2024,1,2024-06-02 01:00:00,Australia,0.0,0.0,30.55,35.99,0.0,2,6,1,0.0,64269.523000000045,86.003333,5542.1608,5544.47
2/6/2024,2,2024-06-02 02:00:00,Australia,0.0,0.0,30.96,35.46,0.0,2,6,2,0.0,64269.523000000045,71.9375,5445.7933,5450.06
2/6/2024,3,2024-06-02 03:00:00,Australia,0.0,0.0,32.07,37.18,0.009,2,6,3,0.0,64269.523000000045,72.350833,5425.0275,5425.09
2/6/2024,4,2024-06-02 04:00:00,Australia,0.0,0.0,30.49,36.38,0.0,2,6,4,0.0,64269.523000000045,65.925833,5445.67,5441.72
2/6/2024,5,2024-06-02 05:00:00,Australia,0.0,0.0,31.7,36.24,0.0,2,6,5,0.0,64269.523000000045,71.878333,5495.015,5491.58
2/6/2024,6,2024-06-02 06:00:00,Australia,0.0,0.0,31.43,35.86,0.01,2,6,6,0.0,64269.523000000045,87.951667,5688.4367,5679.73
2/6/2024,7,2024-06-02 07:00:00,Australia,0.0,0.0,31.89,37.06,0.0,2,6,7,0.0,64269.523000000045,106.69833,5777.175,5785.42
2/6/2024,8,2024-06-02 08:00:00,Australia,17.566,15.808,31.85,36.68,0.249,2,6,8,15.808,64285.33100000004,37.836667,5343.8192,5366.8
2/6/2024,9,2024-06-02 09:00:00,Australia,29.675,25.77,31.97,38.37,0.431,2,6,9,41.578,64311.10100000004,-14.674167,4645.8842,4676.21
2/6/2024,10,2024-06-02 10:00:00,Australia,44.69,37.443,31.45,35.65,0.675,2,6,10,79.021,64348.54400000004,-36.228333,4190.3,4200.37
2/6/2024,11,2024-06-02 11:00:00,Australia,67.863,61.103,31.86,35.38,1.042,2,6,11,140.124,64409.64700000004,-38.158333,4024.525,4028.15
2/6/2024,12,2024-06-02 12:00:00,Australia,62.681,55.947,31.17,36.83,0.943,2,6,12,196.071,64465.59400000004,-39.135833,3916.3492,3925.56
2/6/2024,13,2024-06-02 13:00:00,Australia,60.974,55.752,31.68,37.51,0.945,2,6,13,251.823,64521.34600000004,-36.949167,4040.1317,4019.44
2/6/2024,14,2024-06-02 14:00:00,Australia,47.769,41.88,31.38,37.76,0.721,2,6,14,293.70300000000003,64563.22600000004,12.719167,4649.1675,4617.07
2/6/2024,15,2024-06-02 15:00:00,Australia,29.912,25.22,32.48,34.95,0.474,2,6,15,318.923,64588.44600000004,72.095833,5611.15,5567.03
2/6/2024,16,2024-06-02 16:00:00,Australia,18.179,16.364,31.03,35.67,0.315,2,6,16,335.28700000000003,64604.81000000004,145.32083,6605.4483,6567.15
2/6/2024,17,2024-06-02 17:00:00,Australia,0.0,0.0,31.24,37.5,0.006,2,6,17,335.28700000000003,64604.81000000004,267.35583,7410.5133,7385.0
2/6/2024,18,2024-06-02 18:00:00,Australia,0.0,0.0,31.16,36.1,0.0,2,6,18,335.28700000000003,64604.81000000004,261.71083,7488.9533,7498.04
2/6/2024,19,2024-06-02 19:00:00,Australia,0.0,0.0,31.35,35.52,0.0,2,6,19,335.28700000000003,64604.81000000004,171.12833,7220.3225,7231.0
2/6/2024,20,2024-06-02 20:00:00,Australia,0.0,0.0,31.31,35.8,0.0,2,6,20,335.28700000000003,64604.81000000004,154.78917,7086.165,7093.8
2/6/2024,21,2024-06-02 21:00:00,Australia,0.0,0.0,31.78,37.32,0.0,2,6,21,335.28700000000003,64604.81000000004,110.9275,6630.8767,6657.74
2/6/2024,22,2024-06-02 22:00:00,Australia,0.0,0.0,30.85,36.48,0.026,2,6,22,335.28700000000003,64604.81000000004,147.895,6206.2383,6215.24
2/6/2024,23,2024-06-02 23:00:00,Australia,0.0,0.0,32.0,36.92,0.024,2,6,23,335.28700000000003,64604.81000000004,100.17833,5872.86,5888.56
3/6/2024,0,2024-06-03 00:00:00,Australia,0.0,0.0,31.11,37.95,0.007,3,6,0,0.0,64604.81000000004,80.930833,5605.6433,5615.49
3/6/2024,1,2024-06-03 01:00:00,Australia,0.0,0.0,30.97,36.58,0.038,3,6,1,0.0,64604.81000000004,77.044167,5444.6183,5448.44
3/6/2024,2,2024-06-03 02:00:00,Australia,0.0,0.0,31.75,36.31,0.007,3,6,2,0.0,64604.81000000004,77.4125,5388.75,5391.14
3/6/2024,3,2024-06-03 03:00:00,Australia,0.0,0.0,31.2,37.48,0.0,3,6,3,0.0,64604.81000000004,71.295,5382.3883,5381.49
3/6/2024,4,2024-06-03 04:00:00,Australia,0.0,0.0,31.74,34.86,0.01,3,6,4,0.0,64604.81000000004,77.235833,5548.0092,5536.41
3/6/2024,5,2024-06-03 05:00:00,Australia,0.0,0.0,32.06,35.95,0.011,3,6,5,0.0,64604.81000000004,101.1025,5980.2092,5955.17
3/6/2024,6,2024-06-03 06:00:00,Australia,0.0,0.0,31.72,35.36,0.007,3,6,6,0.0,64604.81000000004,203.99667,6701.7875,6674.23
3/6/2024,7,2024-06-03 07:00:00,Australia,0.0,0.0,32.12,37.21,0.028,3,6,7,0.0,64604.81000000004,213.1975,6822.5483,6837.54
3/6/2024,8,2024-06-03 08:00:00,Australia,16.706,15.021,30.72,37.48,0.267,3,6,8,15.021,64619.83100000004,49.748333,5977.6158,6018.89
3/6/2024,9,2024-06-03 09:00:00,Australia,29.061,26.275,30.85,34.37,0.392,3,6,9,41.296,64646.10600000004,32.073333,5048.3575,5083.78
3/6/2024,10,2024-06-03 10:00:00,Australia,47.188,40.452,31.49,36.58,0.718,3,6,10,81.74799999999999,64686.55800000004,-24.545,4610.8858,4621.43
3/6/2024,11,2024-06-03 11:00:00,Australia,63.819,52.748,32.13,38.47,0.988,3,6,11,134.49599999999998,64739.30600000004,-35.755,4364.3917,4368.39
3/6/2024,12,2024-06-03 12:00:00,Australia,60.525,53.274,31.98,38.23,0.906,3,6,12,187.76999999999998,64792.58000000004,-44.245833,4229.1333,4237.48
3/6/2024,13,2024-06-03 13:00:00,Australia,59.031,50.21,32.09,35.51,0.897,3,6,13,237.98,64842.79000000004,-32.554167,4406.0333,4391.51
3/6/2024,14,2024-06-03 14:00:00,Australia,46.227,41.982,31.29,38.62,0.711,3,6,14,279.962,64884.77200000004,21.865833,4989.905,4957.16
3/6/2024,15,2024-06-03 15:00:00,Australia,29.527,25.737,31.3,36.88,0.452,3,6,15,305.699,64910.50900000004,51.055833,5902.8167,5856.68
3/6/2024,16,2024-06-03 16:00:00,Australia,16.96,14.915,31.77,36.65,0.254,3,6,16,320.614,64925.42400000004,190.41,6961.0325,6918.21
3/6/2024,17,2024-06-03 17:00:00,Australia,0.0,0.0,32.28,36.8,0.0,3,6,17,320.614,64925.42400000004,279.93083,7866.9075,7839.18
3/6/2024,18,2024-06-03 18:00:00,Australia,0.0,0.0,31.89,36.19,0.029,3,6,18,320.614,64925.42400000004,215.0125,8008.9433,8018.12
3/6/2024,19,2024-06-03 19:00:00,Australia,0.0,0.0,32.45,35.48,0.0,3,6,19,320.614,64925.42400000004,182.43083,7672.6717,7682.62
3/6/2024,20,2024-06-03 20:00:00,Australia,0.0,0.0,31.93,36.51,0.0,3,6,20,320.614,64925.42400000004,184.45,7486.9358,7500.18
3/6/2024,21,2024-06-03 21:00:00,Australia,0.0,0.0,30.75,35.8,0.0,3,6,21,320.614,64925.42400000004,171.01667,7053.8275,7074.05
3/6/2024,22,2024-06-03 22:00:00,Australia,0.0,0.0,31.22,36.59,0.024,3,6,22,320.614,64925.42400000004,157.90833,6530.965,6554.86
3/6/2024,23,2024-06-03 23:00:00,Australia,0.0,0.0,31.33,36.4,0.0,3,6,23,320.614,64925.42400000004,111.48583,6131.7658,6147.74
4/6/2024,0,2024-06-04 00:00:00,Australia,0.0,0.0,31.09,37.29,0.009,4,6,0,0.0,64925.42400000004,91.724167,5810.7142,5817.01
4/6/2024,1,2024-06-04 01:00:00,Australia,0.0,0.0,31.94,37.47,0.004,4,6,1,0.0,64925.42400000004,88.871667,5637.8858,5641.0
4/6/2024,2,2024-06-04 02:00:00,Australia,0.0,0.0,31.61,37.56,0.01,4,6,2,0.0,64925.42400000004,87.838333,5551.2383,5556.07
4/6/2024,3,2024-06-04 03:00:00,Australia,0.0,0.0,31.89,37.05,0.0,4,6,3,0.0,64925.42400000004,84.401667,5603.0883,5598.78
4/6/2024,4,2024-06-04 04:00:00,Australia,0.0,0.0,31.3,35.77,0.01,4,6,4,0.0,64925.42400000004,90.381667,5790.5683,5777.26
4/6/2024,5,2024-06-04 05:00:00,Australia,0.0,0.0,31.57,37.4,0.047,4,6,5,0.0,64925.42400000004,167.48,6266.4017,6241.56
4/6/2024,6,2024-06-04 06:00:00,Australia,0.0,0.0,31.89,35.53,0.0,4,6,6,0.0,64925.42400000004,227.58833,7050.5467,7020.7
4/6/2024,7,2024-06-04 07:00:00,Australia,0.0,0.0,31.44,36.35,0.0,4,6,7,0.0,64925.42400000004,206.475,7179.875,7196.83
4/6/2024,8,2024-06-04 08:00:00,Australia,16.637,14.85,31.15,37.0,0.243,4,6,8,14.85,64940.27400000004,95.559167,6195.1092,6240.46
4/6/2024,9,2024-06-04 09:00:00,Australia,26.159,22.439,32.35,37.91,0.374,4,6,9,37.289,64962.71300000004,52.309167,5447.9592,5479.2
4/6/2024,10,2024-06-04 10:00:00,Australia,48.4,43.182,32.28,36.18,0.732,4,6,10,80.471,65005.89500000004,-22.874167,4732.8308,4753.08
4/6/2024,11,2024-06-04 11:00:00,Australia,60.348,54.656,30.66,36.63,0.932,4,6,11,135.127,65060.55100000004,-33.580833,4486.8583,4491.22
4/6/2024,12,2024-06-04 12:00:00,Australia,69.783,62.834,31.21,37.58,1.038,4,6,12,197.961,65123.385000000046,-34.283333,4361.8367,4367.38
4/6/2024,13,2024-06-04 13:00:00,Australia,61.137,57.981,31.54,37.74,0.931,4,6,13,255.942,65181.366000000045,-9.4458333,4526.8325,4508.57
4/6/2024,14,2024-06-04 14:00:00,Australia,46.704,40.521,32.63,36.21,0.736,4,6,14,296.463,65221.887000000046,39.309167,5119.9642,5086.28
4/6/2024,15,2024-06-04 15:00:00,Australia,31.518,27.701,31.65,37.05,0.488,4,6,15,324.164,65249.58800000005,52.690833,6082.865,6042.43
4/6/2024,16,2024-06-04 16:00:00,Australia,15.775,13.895,31.71,34.74,0.271,4,6,16,338.059,65263.483000000044,255.55,7048.2,7007.12
4/6/2024,17,2024-06-04 17:00:00,Australia,0.0,0.0,31.5,37.64,0.058,4,6,17,338.059,65263.483000000044,299.99333,7828.6533,7807.12
4/6/2024,18,2024-06-04 18:00:00,Australia,0.0,0.0,32.28,36.45,0.0,4,6,18,338.059,65263.483000000044,291.95,7986.5808,7990.01
4/6/2024,19,2024-06-04 19:00:00,Australia,0.0,0.0,31.46,35.63,0.008,4,6,19,338.059,65263.483000000044,283.29833,7884.1692,7888.23
4/6/2024,20,2024-06-04 20:00:00,Australia,0.0,0.0,31.61,37.47,0.001,4,6,20,338.059,65263.483000000044,243.40833,7731.7692,7745.43
4/6/2024,21,2024-06-04 21:00:00,Australia,0.0,0.0,31.54,36.18,0.029,4,6,21,338.059,65263.483000000044,197.48833,7200.2075,7227.13
4/6/2024,22,2024-06-04 22:00:00,Australia,0.0,0.0,31.93,37.95,0.0,4,6,22,338.059,65263.483000000044,204.6175,6678.8183,6694.44
4/6/2024,23,2024-06-04 23:00:00,Australia,0.0,0.0,32.38,37.01,0.0,4,6,23,338.059,65263.483000000044,217.56333,6250.4858,6269.07
5/6/2024,0,2024-06-05 00:00:00,Australia,0.0,0.0,32.39,36.63,0.009,5,6,0,0.0,65263.483000000044,146.92833,5960.7875,5969.8
5/6/2024,1,2024-06-05 01:00:00,Australia,0.0,0.0,31.31,37.33,0.04,5,6,1,0.0,65263.483000000044,128.90917,5782.7475,5785.82
5/6/2024,2,2024-06-05 02:00:00,Australia,0.0,0.0,31.71,37.71,0.0,5,6,2,0.0,65263.483000000044,102.24167,5697.2592,5701.18
5/6/2024,3,2024-06-05 03:00:00,Australia,0.0,0.0,31.82,36.64,0.0,5,6,3,0.0,65263.483000000044,98.248333,5688.6258,5687.45
5/6/2024,4,2024-06-05 04:00:00,Australia,0.0,0.0,32.21,37.66,0.005,5,6,4,0.0,65263.483000000044,143.58833,5874.76,5860.75
5/6/2024,5,2024-06-05 05:00:00,Australia,0.0,0.0,31.87,37.53,0.014,5,6,5,0.0,65263.483000000044,169.54583,6341.3833,6316.66
5/6/2024,6,2024-06-05 06:00:00,Australia,0.0,0.0,31.05,37.77,0.025,5,6,6,0.0,65263.483000000044,246.5925,7130.1217,7098.2
5/6/2024,7,2024-06-05 07:00:00,Australia,0.0,0.0,32.27,37.18,0.025,5,6,7,0.0,65263.483000000044,275.12333,7369.5342,7381.37
5/6/2024,8,2024-06-05 08:00:00,Australia,18.102,16.202,31.8,35.61,0.294,5,6,8,16.202,65279.68500000004,82.699167,6481.2508,6533.32
5/6/2024,9,2024-06-05 09:00:00,Australia,30.077,26.391,31.38,35.4,0.464,5,6,9,42.593,65306.076000000045,20.475,5360.1892,5400.05
5/6/2024,10,2024-06-05 10:00:00,Australia,46.687,39.539,31.86,35.51,0.739,5,6,10,82.132,65345.61500000004,-6.1225,4801.7842,4811.83
5/6/2024,11,2024-06-05 11:00:00,Australia,65.051,60.67,31.58,37.11,1.017,5,6,11,142.80200000000002,65406.28500000004,13.7725,4625.0583,4623.91
5/6/2024,12,2024-06-05 12:00:00,Australia,64.744,60.25,31.83,37.15,0.957,5,6,12,203.05200000000002,65466.53500000004,-4.3975,4553.8517,4556.1
5/6/2024,13,2024-06-05 13:00:00,Australia,57.51,54.51,31.65,37.3,0.9,5,6,13,257.562,65521.04500000004,36.6725,4880.7242,4858.79
5/6/2024,14,2024-06-05 14:00:00,Australia,46.344,39.376,31.46,36.92,0.719,5,6,14,296.938,65560.42100000005,154.05667,5438.2308,5414.45
5/6/2024,15,2024-06-05 15:00:00,Australia,28.278,24.749,31.21,36.54,0.419,5,6,15,321.687,65585.17000000004,167.55417,6244.6758,6203.78
5/6/2024,16,2024-06-05 16:00:00,Australia,17.152,15.897,31.21,34.78,0.228,5,6,16,337.584,65601.06700000004,199.62417,7200.0208,7164.47
5/6/2024,17,2024-06-05 17:00:00,Australia,0.0,0.0,31.44,37.04,0.0,5,6,17,337.584,65601.06700000004,254.39917,7865.2967,7844.06
5/6/2024,18,2024-06-05 18:00:00,Australia,0.0,0.0,31.25,37.08,0.0,5,6,18,337.584,65601.06700000004,226.59167,7932.8208,7942.04
5/6/2024,19,2024-06-05 19:00:00,Australia,0.0,0.0,31.45,37.19,0.0,5,6,19,337.584,65601.06700000004,171.71167,7675.295,7690.25
5/6/2024,20,2024-06-05 20:00:00,Australia,0.0,0.0,31.3,34.72,0.0,5,6,20,337.584,65601.06700000004,158.8625,7388.5683,7397.91
5/6/2024,21,2024-06-05 21:00:00,Australia,0.0,0.0,31.32,34.35,0.011,5,6,21,337.584,65601.06700000004,125.17583,7006.2025,7028.64
5/6/2024,22,2024-06-05 22:00:00,Australia,0.0,0.0,30.78,35.15,0.0,5,6,22,337.584,65601.06700000004,121.00833,6546.7633,6560.27
5/6/2024,23,2024-06-05 23:00:00,Australia,0.0,0.0,31.68,38.14,0.0,5,6,23,337.584,65601.06700000004,109.84167,6197.75,6209.33
6/6/2024,0,2024-06-06 00:00:00,Australia,0.0,0.0,31.3,36.71,0.0,6,6,0,0.0,65601.06700000004,94.334167,5932.4008,5947.16
6/6/2024,1,2024-06-06 01:00:00,Australia,0.0,0.0,31.21,36.83,0.0,6,6,1,0.0,65601.06700000004,90.225833,5668.4625,5674.26
6/6/2024,2,2024-06-06 02:00:00,Australia,0.0,0.0,32.83,35.36,0.029,6,6,2,0.0,65601.06700000004,88.626667,5557.7092,5564.06
6/6/2024,3,2024-06-06 03:00:00,Australia,0.0,0.0,31.5,36.41,0.026,6,6,3,0.0,65601.06700000004,81.920833,5535.7867,5531.41
6/6/2024,4,2024-06-06 04:00:00,Australia,0.0,0.0,31.77,35.72,0.0,6,6,4,0.0,65601.06700000004,87.938333,5681.9067,5671.92
6/6/2024,5,2024-06-06 05:00:00,Australia,0.0,0.0,31.63,36.06,0.0,6,6,5,0.0,65601.06700000004,102.78,6057.5825,6037.27
6/6/2024,6,2024-06-06 06:00:00,Australia,0.0,0.0,31.66,36.9,0.003,6,6,6,0.0,65601.06700000004,186.15583,6763.545,6736.89
6/6/2024,7,2024-06-06 07:00:00,Australia,0.0,0.0,32.19,35.59,0.0,6,6,7,0.0,65601.06700000004,146.0025,6940.1833,6952.44
6/6/2024,8,2024-06-06 08:00:00,Australia,17.553,15.602,32.7,36.64,0.274,6,6,8,15.602,65616.66900000004,45.150833,6088.1925,6133.66
6/6/2024,9,2024-06-06 09:00:00,Australia,30.009,25.956,32.13,35.76,0.423,6,6,9,41.558,65642.62500000004,24.169167,5130.7258,5163.82
6/6/2024,10,2024-06-06 10:00:00,Australia,45.667,40.474,32.1,36.23,0.716,6,6,10,82.032,65683.09900000005,-13.330833,4678.1033,4687.28
6/6/2024,11,2024-06-06 11:00:00,Australia,59.593,49.437,33.16,35.25,0.926,6,6,11,131.469,65732.53600000005,-14.078333,4505.405,4508.64
6/6/2024,12,2024-06-06 12:00:00,Australia,67.143,61.193,31.59,37.91,1.045,6,6,12,192.66199999999998,65793.72900000005,-29.766667,4397.0875,4400.09
6/6/2024,13,2024-06-06 13:00:00,Australia,61.609,55.478,31.76,37.82,0.958,6,6,13,248.14,65849.20700000005,-9.5658333,4562.595,4547.02
6/6/2024,14,2024-06-06 14:00:00,Australia,45.862,39.286,31.3,36.79,0.7,6,6,14,287.426,65888.49300000005,49.366667,5149.46,5118.62
6/6/2024,15,2024-06-06 15:00:00,Australia,29.561,25.851,31.98,36.02,0.41,6,6,15,313.277,65914.34400000004,90.733333,5973.4542,5939.28
6/6/2024,16,2024-06-06 16:00:00,Australia,19.057,17.129,31.76,34.91,0.277,6,6,16,330.406,65931.47300000004,172.75667,6832.2192,6796.72
6/6/2024,17,2024-06-06 17:00:00,Australia,0.0,0.0,31.57,35.01,0.0,6,6,17,330.406,65931.47300000004,238.395,7635.1142,7603.43
6/6/2024,18,2024-06-06 18:00:00,Australia,0.0,0.0,31.75,35.62,0.0,6,6,18,330.406,65931.47300000004,188.45,7777.4308,7790.76
6/6/2024,19,2024-06-06 19:00:00,Australia,0.0,0.0,32.2,37.59,0.0,6,6,19,330.406,65931.47300000004,155.8975,7541.6783,7551.07
6/6/2024,20,2024-06-06 20:00:00,Australia,0.0,0.0,32.43,35.81,0.0,6,6,20,330.406,65931.47300000004,146.5225,7324.88,7329.36
6/6/2024,21,2024-06-06 21:00:00,Australia,0.0,0.0,32.75,37.17,0.013,6,6,21,330.406,65931.47300000004,133.09917,7033.815,7058.12
6/6/2024,22,2024-06-06 22:00:00,Australia,0.0,0.0,31.07,35.93,0.0,6,6,22,330.406,65931.47300000004,129.46417,6492.3392,6509.31
6/6/2024,23,2024-06-06 23:00:00,Australia,0.0,0.0,30.8,36.09,0.0,6,6,23,330.406,65931.47300000004,115.45417,6064.0358,6080.11
7/6/2024,0,2024-06-07 00:00:00,Australia,0.0,0.0,32.59,36.17,0.007,7,6,0,0.0,65931.47300000004,75.495,5733.3358,5745.2
7/6/2024,1,2024-06-07 01:00:00,Australia,0.0,0.0,32.03,38.12,0.004,7,6,1,0.0,65931.47300000004,68.061667,5564.6308,5568.19
7/6/2024,2,2024-06-07 02:00:00,Australia,0.0,0.0,31.43,36.78,0.025,7,6,2,0.0,65931.47300000004,67.1025,5540.8517,5543.13
7/6/2024,3,2024-06-07 03:00:00,Australia,0.0,0.0,31.81,35.11,0.0,7,6,3,0.0,65931.47300000004,65.629167,5528.1625,5523.93
7/6/2024,4,2024-06-07 04:00:00,Australia,0.0,0.0,31.65,36.17,0.01,7,6,4,0.0,65931.47300000004,77.758333,5760.0392,5746.34
7/6/2024,5,2024-06-07 05:00:00,Australia,0.0,0.0,32.91,35.35,0.018,7,6,5,0.0,65931.47300000004,102.81667,6182.3558,6159.28
7/6/2024,6,2024-06-07 06:00:00,Australia,0.0,0.0,31.33,35.64,0.004,7,6,6,0.0,65931.47300000004,171.8425,6970.1,6938.06
